learner_id,learner_name,grade,term,subject,score,assessment_date
L049,Christopher Nkaissery,Grade 8,Term 2,Integrated Science,61.92,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Health Education,67.03,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Social Studies,56.86,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Religious Education,68.0,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Pre-Technical and Pre-Career Education,55.59,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Agriculture,47.39,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Business Studies,59.27,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Life Skills Education,61.06,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 2,Sports and Physical Education,58.28,2024-08-15
L049,Christopher Nkaissery,Grade 8,Term 3,English,61.4,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,60.49,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Mathematics,56.23,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Integrated Science,64.36,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Health Education,65.01,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Social Studies,53.12,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Religious Education,66.74,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Pre-Technical and Pre-Career Education,63.32,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Agriculture,47.2,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Business Studies,57.43,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Life Skills Education,59.86,2024-11-20
L049,Christopher Nkaissery,Grade 8,Term 3,Sports and Physical Education,54.69,2024-11-20
L049,Christopher Nkaissery,Grade 9,Term 1,English,56.91,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,63.81,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Mathematics,54.79,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Integrated Science,59.24,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Health Education,60.57,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Social Studies,55.0,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Religious Education,71.02,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Pre-Technical and Pre-Career Education,61.7,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Agriculture,56.92,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Business Studies,58.24,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Life Skills Education,62.29,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 1,Sports and Physical Education,56.08,2025-04-15
L049,Christopher Nkaissery,Grade 9,Term 2,English,62.34,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,55.88,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Mathematics,59.47,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Integrated Science,59.11,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Health Education,67.85,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Social Studies,63.94,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Religious Education,67.22,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Pre-Technical and Pre-Career Education,59.07,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Agriculture,52.48,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Business Studies,62.18,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Life Skills Education,66.9,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 2,Sports and Physical Education,57.26,2025-08-15
L049,Christopher Nkaissery,Grade 9,Term 3,English,63.28,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,59.23,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Mathematics,62.96,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Integrated Science,59.31,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Health Education,68.5,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Social Studies,57.09,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Religious Education,72.16,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Pre-Technical and Pre-Career Education,57.9,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Agriculture,51.69,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Business Studies,55.31,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Life Skills Education,59.23,2025-11-20
L049,Christopher Nkaissery,Grade 9,Term 3,Sports and Physical Education,52.22,2025-11-20
L050,Patricia Kibaki,Grade 7,Term 1,English,64.18,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,69.36,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Mathematics,73.99,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Integrated Science,73.11,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Health Education,66.88,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Social Studies,77.48,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Religious Education,68.23,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Pre-Technical and Pre-Career Education,67.67,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Agriculture,79.55,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Business Studies,63.66,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Life Skills Education,72.89,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 1,Sports and Physical Education,68.99,2023-04-15
L050,Patricia Kibaki,Grade 7,Term 2,English,72.29,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,76.36,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Mathematics,73.88,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Integrated Science,71.95,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Health Education,65.19,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Social Studies,78.9,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Religious Education,76.09,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Pre-Technical and Pre-Career Education,71.68,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Agriculture,79.01,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Business Studies,71.01,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Life Skills Education,68.17,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 2,Sports and Physical Education,73.16,2023-08-15
L050,Patricia Kibaki,Grade 7,Term 3,English,62.7,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,75.53,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Mathematics,77.08,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Integrated Science,76.28,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Health Education,73.56,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Social Studies,74.88,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Religious Education,75.16,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Pre-Technical and Pre-Career Education,67.69,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Agriculture,78.33,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Business Studies,61.38,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Life Skills Education,75.23,2023-11-20
L050,Patricia Kibaki,Grade 7,Term 3,Sports and Physical Education,75.4,2023-11-20
L050,Patricia Kibaki,Grade 8,Term 1,English,67.08,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,72.98,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Mathematics,71.17,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Integrated Science,74.28,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Health Education,67.4,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Social Studies,74.56,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Religious Education,72.99,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Pre-Technical and Pre-Career Education,70.9,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Agriculture,74.69,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Business Studies,63.16,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Life Skills Education,73.76,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 1,Sports and Physical Education,65.26,2024-04-15
L050,Patricia Kibaki,Grade 8,Term 2,English,67.62,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,71.33,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Mathematics,71.49,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Integrated Science,73.76,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Health Education,71.26,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Social Studies,78.46,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Religious Education,69.54,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Pre-Technical and Pre-Career Education,69.71,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Agriculture,81.34,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Business Studies,64.5,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Life Skills Education,75.0,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 2,Sports and Physical Education,73.94,2024-08-15
L050,Patricia Kibaki,Grade 8,Term 3,English,70.78,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,77.2,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Mathematics,70.28,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Integrated Science,65.56,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Health Education,70.87,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Social Studies,76.37,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Religious Education,71.21,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Pre-Technical and Pre-Career Education,70.77,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Agriculture,77.74,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Business Studies,60.89,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Life Skills Education,69.69,2024-11-20
L050,Patricia Kibaki,Grade 8,Term 3,Sports and Physical Education,71.49,2024-11-20
L050,Patricia Kibaki,Grade 9,Term 1,English,72.47,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,74.8,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Mathematics,75.83,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Integrated Science,67.03,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Health Education,67.21,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Social Studies,70.94,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Religious Education,68.84,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Pre-Technical and Pre-Career Education,74.1,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Agriculture,74.54,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Business Studies,61.94,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Life Skills Education,69.79,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 1,Sports and Physical Education,69.09,2025-04-15
L050,Patricia Kibaki,Grade 9,Term 2,English,69.9,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,74.85,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Mathematics,72.31,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Integrated Science,73.24,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Health Education,71.77,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Social Studies,78.9,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Religious Education,70.34,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Pre-Technical and Pre-Career Education,71.94,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Agriculture,80.33,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Business Studies,70.03,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Life Skills Education,70.51,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 2,Sports and Physical Education,64.96,2025-08-15
L050,Patricia Kibaki,Grade 9,Term 3,English,66.26,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,67.54,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Mathematics,70.94,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Integrated Science,67.22,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Health Education,73.08,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Social Studies,68.63,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Religious Education,74.33,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Pre-Technical and Pre-Career Education,73.53,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Agriculture,75.15,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Business Studies,59.26,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Life Skills Education,66.62,2025-11-20
L050,Patricia Kibaki,Grade 9,Term 3,Sports and Physical Education,69.74,2025-11-20
L051,Mark Kibaki,Grade 7,Term 1,English,55.17,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,43.4,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Mathematics,62.54,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Integrated Science,65.61,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Health Education,56.91,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Social Studies,48.02,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Religious Education,53.52,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Pre-Technical and Pre-Career Education,61.12,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Agriculture,47.03,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Business Studies,53.08,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Life Skills Education,61.56,2023-04-15
L051,Mark Kibaki,Grade 7,Term 1,Sports and Physical Education,52.03,2023-04-15
L051,Mark Kibaki,Grade 7,Term 2,English,53.26,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,49.21,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Mathematics,60.27,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Integrated Science,64.32,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Health Education,58.85,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Social Studies,46.51,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Religious Education,57.53,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Pre-Technical and Pre-Career Education,64.36,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Agriculture,55.02,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Business Studies,54.03,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Life Skills Education,58.08,2023-08-15
L051,Mark Kibaki,Grade 7,Term 2,Sports and Physical Education,58.85,2023-08-15
L051,Mark Kibaki,Grade 7,Term 3,English,51.87,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,48.87,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Mathematics,65.22,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Integrated Science,68.03,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Health Education,61.07,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Social Studies,49.95,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Religious Education,61.6,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Pre-Technical and Pre-Career Education,61.67,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Agriculture,48.59,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Business Studies,49.01,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Life Skills Education,62.79,2023-11-20
L051,Mark Kibaki,Grade 7,Term 3,Sports and Physical Education,54.04,2023-11-20
L051,Mark Kibaki,Grade 8,Term 1,English,55.27,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,45.61,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Mathematics,70.57,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Integrated Science,62.01,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Health Education,56.14,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Social Studies,50.62,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Religious Education,55.5,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Pre-Technical and Pre-Career Education,63.04,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Agriculture,56.36,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Business Studies,52.02,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Life Skills Education,61.46,2024-04-15
L051,Mark Kibaki,Grade 8,Term 1,Sports and Physical Education,57.48,2024-04-15
L051,Mark Kibaki,Grade 8,Term 2,English,57.92,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,46.8,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Mathematics,65.11,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Integrated Science,62.87,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Health Education,56.08,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Social Studies,51.17,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Religious Education,57.37,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Pre-Technical and Pre-Career Education,69.71,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Agriculture,56.14,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Business Studies,59.99,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Life Skills Education,58.01,2024-08-15
L051,Mark Kibaki,Grade 8,Term 2,Sports and Physical Education,59.37,2024-08-15
L051,Mark Kibaki,Grade 8,Term 3,English,55.18,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Kiswahili or Kenyan Sign Language,57.67,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Mathematics,66.9,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Integrated Science,64.35,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Health Education,62.96,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Social Studies,57.23,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Religious Education,54.14,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Pre-Technical and Pre-Career Education,68.68,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Agriculture,54.39,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Business Studies,56.39,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Life Skills Education,64.23,2024-11-20
L051,Mark Kibaki,Grade 8,Term 3,Sports and Physical Education,56.21,2024-11-20
L051,Mark Kibaki,Grade 9,Term 1,English,56.28,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Kiswahili or Kenyan Sign Language,51.58,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Mathematics,68.53,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Integrated Science,66.43,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Health Education,66.77,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Social Studies,57.75,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Religious Education,63.01,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Pre-Technical and Pre-Career Education,68.18,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Agriculture,54.66,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Business Studies,52.16,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Life Skills Education,67.52,2025-04-15
L051,Mark Kibaki,Grade 9,Term 1,Sports and Physical Education,57.65,2025-04-15
L051,Mark Kibaki,Grade 9,Term 2,English,52.81,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Kiswahili or Kenyan Sign Language,56.52,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Mathematics,65.73,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Integrated Science,71.15,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Health Education,59.29,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Social Studies,53.55,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Religious Education,55.24,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Pre-Technical and Pre-Career Education,72.14,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Agriculture,57.54,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Business Studies,54.73,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Life Skills Education,66.06,2025-08-15
L051,Mark Kibaki,Grade 9,Term 2,Sports and Physical Education,61.15,2025-08-15
L051,Mark Kibaki,Grade 9,Term 3,English,54.45,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Kiswahili or Kenyan Sign Language,57.95,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Mathematics,70.47,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Integrated Science,68.71,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Health Education,61.24,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Social Studies,55.03,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Religious Education,62.11,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Pre-Technical and Pre-Career Education,69.35,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Agriculture,61.51,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Business Studies,55.19,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Life Skills Education,58.25,2025-11-20
L051,Mark Kibaki,Grade 9,Term 3,Sports and Physical Education,62.48,2025-11-20
L052,Carol Nkaissery,Grade 7,Term 1,English,69.43,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Kiswahili or Kenyan Sign Language,65.77,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Mathematics,72.55,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Integrated Science,76.05,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Health Education,69.89,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Social Studies,66.08,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Religious Education,72.87,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Pre-Technical and Pre-Career Education,62.87,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Agriculture,67.39,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Business Studies,67.26,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Life Skills Education,69.83,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 1,Sports and Physical Education,66.33,2023-04-15
L052,Carol Nkaissery,Grade 7,Term 2,English,70.6,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Kiswahili or Kenyan Sign Language,70.71,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Mathematics,69.46,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Integrated Science,73.98,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Health Education,67.19,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Social Studies,65.26,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Religious Education,72.82,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Pre-Technical and Pre-Career Education,67.25,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Agriculture,71.29,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Business Studies,67.51,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Life Skills Education,67.87,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 2,Sports and Physical Education,59.62,2023-08-15
L052,Carol Nkaissery,Grade 7,Term 3,English,69.52,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Kiswahili or Kenyan Sign Language,65.58,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Mathematics,67.81,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Integrated Science,81.54,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Health Education,72.3,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Social Studies,64.48,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Religious Education,73.08,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Pre-Technical and Pre-Career Education,72.72,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Agriculture,70.45,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Business Studies,62.91,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Life Skills Education,70.19,2023-11-20
L052,Carol Nkaissery,Grade 7,Term 3,Sports and Physical Education,60.11,2023-11-20
L052,Carol Nkaissery,Grade 8,Term 1,English,74.36,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Kiswahili or Kenyan Sign Language,73.6,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Mathematics,74.86,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Integrated Science,77.16,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Health Education,69.03,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Social Studies,69.76,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Religious Education,64.68,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Pre-Technical and Pre-Career Education,72.48,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Agriculture,73.05,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Business Studies,64.22,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Life Skills Education,61.95,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 1,Sports and Physical Education,67.25,2024-04-15
L052,Carol Nkaissery,Grade 8,Term 2,English,77.99,2024-08-15
L052,Carol Nkaissery,Grade 8,Term 2,Kiswahili or Kenyan Sign Language,69.78,2024-08-15
L052,Carol Nkaissery,Grade 8,Term 2,Mathematics,74.05,2024-08-15
L052,Carol Nkaissery,Grade 8,Term 2,Integrated Science,83.11,2024-08-15
